1																	
64	0																
2060	1102.991699	35.465332	636.724426	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.64	0.01	0.34	1	0.81	38	1.003	2.38761
2120	1102.991699	35.465332	636.724426	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.614	0.01	0.34	1	0.81	38	1.051	2.38761
2180	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.53	0.01	0.34	1	0.81	38	1.098	2.38761
2240	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.39	0.01	0.34	1	0.81	38	1.139	2.38761
2300	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.261	0.01	0.34	1	0.81	38	1.212	2.38761
2360	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.24	0.02	0.34	1	0.81	37.700001	1.293	2.38761
2420	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.23	0.07	0.34	1	0.81	38.900002	1.382301	2.38761
2480	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.23	0.109	0.34	1	0.81	41.799999	1.429425	2.38761
2540	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.23	0.12	0.34	1	0.81	44.900002	1.476549	2.38761
2600	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.23	0.12	0.34	1	0.81	45.599998	1.492257	2.38761
2680	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.23	0.12	0.34	1	0.81	46.799999	1.507964	2.38761
2760	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.23	0.12	0.34	1	0.81	47	1.507964	2.38761
2840	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.23	0.12	0.34	1	0.81	47	1.507964	2.38761
2940	1105.984863	34.989159	631.962341	-0.530256	0.084358	0.843631	-0.008627	0.99445	-0.104859	0.23	0.12	0.34	1	0.81	47	1.507964	2.38761
